province,year,effort_status,effort_status_v2,in_scope,mainland,n_visits,n_observers,n_birding_days,effort_record,cnt_visits_gap,cnt_visits_zero,cnt_observers_gap,cnt_observers_zero,cnt_days_gap,cnt_days_zero,cnt_record_gap,cnt_record_zero,cnt_visits_imp,cnt_observers_imp,cnt_days_imp,cnt_record_imp,eff_visits_gap_z,eff_observers_gap_z,eff_days_gap_z,eff_record_gap_z,eff_visits_zero_z,eff_observers_zero_z,eff_days_zero_z,eff_record_zero_z,eff_visits_imp_z,eff_observers_imp_z,eff_days_imp_z,eff_record_imp_z
Guizhou,2015,observed,observed,TRUE,TRUE,52,15,38,95,52,52,15,15,38,38,95,95,52,15,38,95,-0.0994246582046498,-0.174706085428045,-0.0261432292187414,-0.109784044357491,-0.0308145401925032,-0.105651832932342,0.0490696018110247,-0.0273800468988742,-0.054579798663403,-0.129543917345331,0.0233393099127053,-0.0729016906400582
Guizhou,2016,observed,observed,TRUE,TRUE,47,12,32,51,47,47,12,12,32,32,51,51,47,12,32,51,-0.147821768091793,-0.308216791341528,-0.134028064498062,-0.415425114730914,-0.0769693491195485,-0.233579279488376,-0.051556953176077,-0.31216811401248,-0.10233272763769,-0.261491118936065,-0.0822073622915191,-0.376618787725421
Guizhou,2017,observed,observed,TRUE,TRUE,44,18,32,62,44,44,18,18,32,32,62,62,44,18,32,62,-0.179343106742457,-0.064207533584587,-0.134028064498062,-0.31976478991547,-0.107030263210052,0.000225800540987319,-0.051556953176077,-0.223034415552501,-0.133434507253656,-0.0203393813059435,-0.0822073622915191,-0.281560632996109
Guizhou,2018,observed,observed,TRUE,TRUE,179,33,115,150,179,179,33,33,115,115,150,150,179,33,115,150,0.497738630739852,0.309964080753723,0.677805735942357,0.116008653317915,0.538681397968908,0.358750001791693,0.705658260147464,0.183007470265563,0.534635057130992,0.349450420109838,0.712031752015395,0.151469669521918
Guizhou,2019,observed,observed,TRUE,TRUE,198,25,148,64,198,198,25,25,148,148,64,64,198,25,148,64,0.546749708316232,0.13747215341773,0.839487674250219,-0.304184964174652,0.585421728664716,0.193471482255424,0.856462554499256,-0.208517556109254,0.582993781689457,0.178978494632001,0.87020959508056,-0.266078880359541
Guizhou,2020,observed,observed,TRUE,TRUE,215,17,115,183,215,215,17,17,115,115,183,183,215,17,115,183,0.586786526999638,-0.0989723908470057,0.677805735942357,0.214542867091844,0.623603589537988,-0.0330852316270863,0.705658260147464,0.274818980580428,0.622497697592771,-0.0546971176244828,0.712031752015395,0.249383622428976
Guizhou,2021,observed,observed,TRUE,TRUE,201,37,154,395,201,201,37,37,154,154,395,395,201,37,154,395,0.554057743401573,0.381481411174671,0.864983399347383,0.596642990888817,0.592391172992748,0.427276562284788,0.880242977176674,0.630849521787013,0.590204544505371,0.420130232262123,0.895152757226309,0.629078472515019
Guizhou,2022,observed,observed,TRUE,TRUE,324,44,204,643,324,324,44,44,204,204,643,643,324,44,204,643,0.786325360726377,0.49019634681096,1.04554149146422,0.839062555901961,0.813897529933584,0.531445168265093,1.04865347470138,0.856729503381978,0.819380606030581,0.527572039495324,1.07179765558608,0.869972035911238
Guizhou,2023,observed,observed,TRUE,TRUE,517,146,240,1465,517,517,146,146,240,240,1465,1465,517,146,240,1465,1.01399828601314,1.25135250551746,1.15002477276697,1.24913713461727,1.03102207288617,1.2607706792606,1.14610732559732,1.23882588362981,1.04402313232894,1.27981452392917,1.17401649490609,1.27746524513129
Guizhou,2024,observed,observed,TRUE,TRUE,1306,343,347,1465,1306,1306,343,343,347,347,1465,1465,1306,343,347,1465,1.46602994964224,1.79803118232023,1.38729814995772,1.24913713461727,1.46211052243257,1.78458790224293,1.36741741496293,1.23882588362981,1.49003811086268,1.82009120870825,1.40614750108784,1.27746524513129
Hainan,2002,observed,observed,TRUE,TRUE,2,2,2,,2,2,2,2,2,2,,,2,2,2,,-1.50198524305641,-1.25106160003567,-1.68260759815345,,-1.36839267147747,-1.13699543663922,-1.49595109060814,,-1.43847185640698,-1.19329455140507,-1.59722488998872,
Hainan,2003,observed,observed,TRUE,TRUE,5,1,5,1,5,5,1,1,5,5,1,1,5,1,5,1,-1.16344437431526,-1.51177291970582,-1.23496772421792,-2.03963135901536,-1.04553684088799,-1.38680411816374,-1.07842755013676,-1.82555947970323,-1.10443707421466,-1.45095275804953,-1.15928661147637,-1.99060085165189
Hainan,2004,observed,observed,TRUE,TRUE,9,3,9,10,9,9,3,3,9,9,10,10,9,3,9,10,-0.913951401833887,-1.06608397494656,-0.905072538550533,-1.18979082665745,-0.807603201867589,-0.959753356419943,-0.7707270660549,-1.03370110062705,-0.858264932484116,-1.01048314448146,-0.836541167844396,-1.14610996187103
Hainan,2005,observed,observed,TRUE,TRUE,9,2,9,28,9,9,2,2,9,9,28,28,9,2,9,28,-0.913951401833887,-1.25106160003567,-0.905072538550533,-0.706531224057128,-0.807603201867589,-1.13699543663922,-0.7707270660549,-0.583412898290606,-0.858264932484116,-1.19329455140507,-0.836541167844396,-0.665892419571922
Hainan,2006,observed,observed,TRUE,TRUE,19,6,13,25,19,19,6,6,13,13,25,25,19,6,13,25,-0.575410533092733,-0.706254811688515,-0.687776134831122,-0.76096858335916,-0.484747371278109,-0.614971821957637,-0.568049938534995,-0.634136154544921,-0.524230150291793,-0.654867833950475,-0.623954178809749,-0.719987102331689
Hainan,2007,observed,observed,TRUE,TRUE,19,3,19,10,19,19,3,3,19,19,10,10,19,3,19,10,-0.575410533092733,-1.06608397494656,-0.457432664615004,-1.18979082665745,-0.484747371278109,-0.959753356419943,-0.353203525583526,-1.03370110062705,-0.524230150291793,-1.01048314448146,-0.398602889332048,-1.14610996187103
Hainan,2008,observed,observed,TRUE,TRUE,4,2,4,15,4,4,2,2,4,4,15,15,4,2,4,15,-1.25249227057504,-1.25106160003567,-1.35271241248606,-1.00300095313062,-1.13045903245707,-1.13699543663922,-1.18825060652627,-0.859655358105904,-1.19229971467644,-1.19329455140507,-1.27447944635674,-0.960495907833085
Hainan,2009,observed,observed,TRUE,TRUE,22,9,21,19,22,22,9,9,21,21,19,19,22,9,21,19,-0.507149230564726,-0.476915237288597,-0.395880604577892,-0.891760802574361,-0.419648703555217,-0.395222956527764,-0.295792567520163,-0.756004800202678,-0.456877427393391,-0.428213987361657,-0.33838483285162,-0.849956000467205
Hainan,2010,observed,observed,TRUE,TRUE,23,7,17,28,23,23,7,7,17,17,28,28,23,7,17,28,-0.486362636832947,-0.620395030187304,-0.525475310202557,-0.706531224057128,-0.399825179709029,-0.532702594676143,-0.416668395321304,-0.583412898290606,-0.436367509830014,-0.570013530913398,-0.465170862403925,-0.665892419571922
Hainan,2011,observed,observed,TRUE,TRUE,1,1,1,29,1,1,1,1,1,1,29,29,1,1,1,29,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.68963083105772,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.567665570060531,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.649098412486714
Hainan,2012,observed,observed,TRUE,TRUE,25,9,23,31,25,25,9,9,23,23,31,31,25,9,23,31,-0.447268879327791,-0.476915237288597,-0.339687976346857,-0.657457484502378,-0.362542686764753,-0.395222956527764,-0.243380469194016,-0.537687317573463,-0.39779410266097,-0.428213987361657,-0.283410054451678,-0.617127593226817
Hainan,2013,observed,observed,TRUE,TRUE,31,6,30,16,31,31,6,6,30,30,16,16,31,6,30,16,-0.345855481266931,-0.706254811688515,-0.17440420033536,-0.9727787395889,-0.265827903153577,-0.614971821957637,-0.089216661720651,-0.831495118489132,-0.297730549156759,-0.654867833950475,-0.121708435478118,-0.93046393944228
Hainan,2014,observed,observed,TRUE,TRUE,28,10,16,15,28,28,10,10,16,16,15,15,28,10,16,15,-0.393934718554197,-0.415631436887809,-0.562388661195343,-1.00300095313062,-0.311679566931156,-0.336501971967897,-0.451098288399574,-0.859655358105904,-0.345169836516491,-0.367647863391276,-0.501284198880807,-0.960495907833085
Hainan,2015,observed,observed,TRUE,TRUE,29,11,25,69,29,29,11,11,25,25,69,69,29,11,25,69,-0.377376819917595,-0.359683710517155,-0.287995769298572,-0.267241113764244,-0.29588881724408,-0.282893913151614,-0.195166012533061,-0.174094277401128,-0.328832328772724,-0.31235532426894,-0.232838160647396,-0.229367586984942
Hainan,2016,observed,observed,TRUE,TRUE,53,21,38,29,53,53,21,21,38,38,29,29,53,21,38,29,-0.0902952104826706,0.0300575078714499,-0.0261432292187414,-0.68963083105772,-0.0221080716409722,0.0905487897759031,0.0490696018110247,-0.567665570060531,-0.045571866791877,0.0728217501767907,0.0233393099127053,-0.649098412486714
Hainan,2017,observed,observed,TRUE,TRUE,102,34,68,55,102,102,34,34,68,68,55,55,102,34,68,55,0.22509387233809,0.328602870728708,0.342319105595472,-0.378481264320506,0.278668625339757,0.376609339678343,0.392742512826401,-0.277744835304354,0.265619287108127,0.367870936737399,0.383816045790835,-0.339907494350823
Hainan,2018,observed,observed,TRUE,TRUE,162,50,89,140,162,162,50,50,89,89,140,140,162,50,89,140,0.449284988503266,0.570675400423872,0.513912289480186,0.0818505111137559,0.492472675909594,0.608558683316221,0.552791243576021,0.151179838976912,0.486826348270798,0.607108626754295,0.551690330300501,0.117526548659918
Hainan,2019,observed,observed,TRUE,TRUE,114,30,79,57,114,114,30,30,79,79,57,57,114,30,79,57,0.278918323832935,0.250568661241459,0.437847083256055,-0.360987755428882,0.329999320088691,0.301838428271497,0.481843555359223,-0.261444857758165,0.318727318048546,0.290750562758851,0.477273667692646,-0.322524104965654
Hainan,2020,observed,observed,TRUE,TRUE,124,43,85,331,124,124,43,43,85,85,331,331,124,43,85,331,0.31964283822028,0.475746452630708,0.484552332502377,0.508765347362341,0.368837014830749,0.517599551519703,0.525406566966029,0.548967514857031,0.358909776207435,0.513291363744857,0.52296668487764,0.541754008044473
Hainan,2021,observed,observed,TRUE,TRUE,449,119,214,1352,449,449,119,119,214,214,1352,1352,449,119,214,1352,0.945265316396359,1.12086291665933,1.07630005824959,1.20914971651938,0.965473591023337,1.13573801022817,1.07734266539198,1.20156669102508,0.976205020380605,1.150853059987,1.10188959906972,1.23772954295687
Hainan,2022,observed,observed,TRUE,TRUE,710,116,240,2210,710,710,116,116,240,240,2210,2210,710,116,240,2210,1.16867674970152,1.10458373751729,1.15002477276697,1.45398011336653,1.17853408245273,1.12013960704828,1.14610732559732,1.42969302039425,1.19664277650991,1.13476452148898,1.17401649490609,1.48101876229451
Hainan,2023,observed,observed,TRUE,TRUE,1165,263,297,3698,1165,1165,263,263,297,297,3698,3698,1165,263,297,3698,1.41027519606059,1.62783566181937,1.28712754818575,1.71052411917181,1.40893895899963,1.62150975653183,1.27398609497063,1.6687337731753,1.43502547076967,1.65188879752545,1.30814787359291,1.73594785484949
Hainan,2024,observed,observed,TRUE,TRUE,2594,580,343,4039,2594,2594,580,580,343,343,4039,4039,2594,580,343,4039,1.8010078102929,2.13502978526716,1.37983208037344,1.75448415666436,1.78156842372409,2.10749362334583,1.36045364790878,1.70969454488196,1.82055730973449,2.15314332085609,1.39884324190234,1.77963116926365
Hebei,2002,observed,observed,TRUE,TRUE,61,9,47,7,61,61,9,9,47,47,7,7,61,9,47,7,-0.0228210333989544,-0.476915237288597,0.107951897588672,-1.34854442175887,0.0422399391817952,-0.395222956527764,0.174143071277359,-1.18162339863835,0.0210042075520403,-0.428213987361657,0.154528224060669,-1.30386422243935
Hebei,2003,observed,observed,TRUE,TRUE,13,2,13,18,13,13,2,2,13,13,18,18,13,2,13,18,-0.749614582053412,-1.25106160003567,-0.687776134831122,-0.917331220166951,-0.650880320391125,-1.13699543663922,-0.568049938534995,-0.779830622408393,-0.696115487999994,-1.19329455140507,-0.623954178809749,-0.875365455397438
Hebei,2004,observed,observed,TRUE,TRUE,37,11,34,23,37,37,11,11,34,34,23,23,37,11,34,23,-0.261921885480906,-0.359683710517155,-0.0960284090839089,-0.800870981613982,-0.185783059874764,-0.282893913151614,-0.0161138401090443,-0.671316127963757,-0.214914136204146,-0.31235532426894,-0.0450312646176707,-0.759638319852594
Hebei,2005,observed,observed,TRUE,TRUE,88,13,56,32,88,88,13,13,56,56,32,32,88,13,56,32,0.153740596482797,-0.260565866929257,0.218934138451708,-0.642117386512561,0.210621239429743,-0.187921060213836,0.277658644470589,-0.523393829952458,0.195215746030033,-0.214398220382408,0.263105172494,-0.601884059284276
Hebei,2006,observed,observed,TRUE,TRUE,32,5,28,27,32,32,5,5,28,28,27,27,32,5,28,27,-0.330826257532322,-0.805372655276413,-0.217474011928701,-0.724024732948752,-0.251495002874815,-0.709944674895415,-0.129388820795285,-0.599712875836796,-0.282901369166238,-0.752824937837007,-0.1638448050093,-0.683275808957091
Hebei,2007,observed,observed,TRUE,TRUE,92,15,56,28,92,92,15,15,56,56,28,28,92,15,56,28,0.175212679776184,-0.174706085428045,0.218934138451708,-0.706531224057128,0.231098493215824,-0.105651832932342,0.277658644470589,-0.583412898290606,0.216402029071109,-0.129543917345331,0.263105172494,-0.665892419571922
Hebei,2008,observed,observed,TRUE,TRUE,104,16,40,49,104,104,16,16,40,40,49,49,104,16,40,49,0.234486685519388,-0.135724864005535,0.0061538917814764,-0.434977183389853,0.287626257286812,-0.0683007599521075,0.0791938358040524,-0.330386201767011,0.274887078961012,-0.0910191934582289,0.0549364628816507,-0.396047778495057
Hebei,2009,observed,observed,TRUE,TRUE,86,14,49,28,86,86,14,14,49,49,28,28,86,14,49,28,0.142639863362095,-0.216203917618448,0.134315061132209,-0.706531224057128,0.200034817692352,-0.145414275003236,0.198732572842425,-0.583412898290606,0.184262767194902,-0.1705557807172,0.18032002486003,-0.665892419571922
Hebei,2010,observed,observed,TRUE,TRUE,241,20,88,26,241,241,20,20,88,88,26,26,241,20,88,26,0.642299014816628,0.000145452740892209,0.506696484509086,-0.742154507208946,0.676544111693811,0.0618876213106921,0.546060903822332,-0.616605708211903,0.677271296555442,0.0432599862620492,0.544630911801113,-0.70129145849788
Hebei,2011,observed,observed,TRUE,TRUE,166,23,66,15,166,166,23,23,66,66,15,15,166,23,66,15,0.461125840729253,0.0860052342421038,0.323323388329389,-1.00300095313062,0.503764926072843,0.144156848592186,0.375024790191463,-0.859655358105904,0.498509594990719,0.128114289299126,0.365232018310267,-0.960495907833085
Hebei,2012,observed,observed,TRUE,TRUE,128,19,67,17,128,128,19,19,67,67,17,17,128,19,67,17,0.335027141019945,-0.0312262925293385,0.332891086675716,-0.944284478725587,0.383508542900298,0.0318278052160364,0.383948792543175,-0.804944938354051,0.374089309047813,0.0122556262064091,0.374592358143888,-0.902149046478371
Hebei,2013,observed,observed,TRUE,TRUE,162,31,85,33,162,162,31,31,85,85,33,33,162,31,85,33,0.449284988503266,0.270982859331213,0.484552332502377,-0.627235270960654,0.492472675909594,0.321398928811458,0.525406566966029,-0.509527077956691,0.486826348270798,0.310925696222735,0.52296668487764,-0.587095624836013
Hebei,2014,observed,observed,TRUE,TRUE,148,26,83,8,148,148,26,26,83,83,8,8,148,26,83,8,0.405423757533351,0.161738928823143,0.469356153119767,-1.28982794735383,0.450643592738262,0.216723449897442,0.51123275675184,-1.12691297888649,0.443548924223881,0.202961089019975,0.508099848775047,-1.24551736108464
Hebei,2015,observed,observed,TRUE,TRUE,116,23,73,76,116,116,23,23,73,73,76,76,116,23,73,76,0.28733941576364,0.0860052342421038,0.387498909629887,-0.219727669219085,0.338030251892783,0.144156848592186,0.434882708185692,-0.129822537293056,0.327036322569491,0.128114289299126,0.428016678385075,-0.182153233782504
Hebei,2016,observed,observed,TRUE,TRUE,145,35,95,100,145,145,35,35,95,95,100,100,145,35,95,100,0.395489627287025,0.346716553912253,0.555591771524201,-0.0844733370331357,0.441169723648873,0.393965530116714,0.591666611748733,-0.00379621568347336,0.433747020408129,0.385772495943584,0.592466502573017,-0.0477503111335728
Hebei,2017,observed,observed,TRUE,TRUE,302,74,127,46,302,302,74,74,127,127,46,46,302,74,127,46,0.752091456576711,0.818653764798776,0.7413791053799,-0.465822929031131,0.781249727026776,0.846166886632744,0.764954537876022,-0.359127431697677,0.785602366024439,0.852182989970674,0.774227310525263,-0.426699353926841
Hebei,2018,observed,observed,TRUE,TRUE,342,79,161,87,342,342,79,79,161,161,87,87,342,79,161,87,0.812653297561707,0.860151596989178,0.893509517828163,-0.15316042077271,0.839005659260142,0.885929328703637,0.906849914309617,-0.067796979029723,0.845358109659802,0.893194853342542,0.923060635740972,-0.116005018052231
Hebei,2019,observed,observed,TRUE,TRUE,506,109,160,161,506,506,109,109,160,160,161,161,506,109,160,161,1.00351491075111,1.06491519028867,0.889510694982267,0.151062401564186,1.02102440601602,1.08212995141188,0.903120124428171,0.215669602995127,1.03367929412318,1.09556052086466,0.919148478457459,0.186302758695147
Hebei,2020,observed,observed,TRUE,TRUE,270,93,143,391,270,270,93,93,143,143,391,391,270,93,143,391,0.697577932782724,0.963845924169926,0.817444311604032,0.591581893117857,0.729261885593297,0.985287282118813,0.83590222609282,0.626133728029637,0.731814434556161,0.995674846978409,0.848643973133118,0.624049233737707
Hebei,2021,observed,observed,TRUE,TRUE,497,107,225,568,497,497,107,107,225,225,568,568,497,107,225,568,0.994767013032046,1.05311681834166,1.10852391272001,0.777337422640727,1.01268180976021,1.07082497338504,1.10739856208375,0.799215696836544,1.02504783370278,1.08390031615611,1.13341507339741,0.808635454841147
Hebei,2022,observed,observed,TRUE,TRUE,345,88,211,630,345,345,88,88,211,211,630,630,345,88,211,630,0.816906542720097,0.928700934924587,1.06722532589566,0.828896431003093,0.843061846046152,0.951612014636451,1.06887846324678,0.84725698368282,0.849554742773482,0.960941430289982,1.0930115412906,0.859869905529615
Hebei,2023,observed,observed,TRUE,TRUE,1394,341,355,2569,1394,1394,341,341,355,355,2569,2569,1394,341,355,2569,1.49785481609014,1.79428194003349,1.40197623238014,1.52898700406128,1.49246090148324,1.78099544882145,1.38110798476508,1.49958240860724,1.52143937822444,1.81638587268717,1.42050746882581,1.55555349375379
Hebei,2024,observed,observed,TRUE,TRUE,2602,831,351,2996,2602,2602,831,831,351,351,2996,2996,2602,831,351,2996,1.80251119349598,2.36591687721402,1.39467889116423,1.60561151855246,1.78300215323076,2.32872529097443,1.37430159436534,1.57097905483937,1.82204068242938,2.38132656247233,1.41336828119777,1.63169566626484
Heilongjiang,2002,observed,observed,TRUE,TRUE,2,2,2,,2,2,2,2,2,2,,,2,2,2,,-1.50198524305641,-1.25106160003567,-1.68260759815345,,-1.36839267147747,-1.13699543663922,-1.49595109060814,,-1.43847185640698,-1.19329455140507,-1.59722488998872,
Heilongjiang,2003,structural_zero,coverage_gap,TRUE,TRUE,0,0,0,0,,0,,0,,0,,0,1.44948974278318,1.44948974278318,1.44948974278318,7,,,,,-1.88010705610098,-1.81385487990754,-2.1577102454236,-2.14752752023567,-1.53617076716652,-1.3221236547273,-1.72531362526877,-1.30386422243935
Heilongjiang,2004,observed,observed,TRUE,TRUE,1,1,1,7,1,1,1,1,1,1,7,7,1,1,1,7,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.34854442175887,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.18162339863835,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.30386422243935
Heilongjiang,2005,observed,observed,TRUE,TRUE,4,2,4,18,4,4,2,2,4,4,18,18,4,2,4,18,-1.25249227057504,-1.25106160003567,-1.35271241248606,-0.917331220166951,-1.13045903245707,-1.13699543663922,-1.18825060652627,-0.779830622408393,-1.19229971467644,-1.19329455140507,-1.27447944635674,-0.875365455397438
Heilongjiang,2006,observed,observed,TRUE,TRUE,1,1,1,8,1,1,1,1,1,1,8,8,1,1,1,8,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.28982794735383,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.12691297888649,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.24551736108464
Heilongjiang,2007,observed,observed,TRUE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.70001895623155,-1.51177291970582,-1.94446013823328,-2.03963135901536,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.82555947970323,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.99060085165189
Heilongjiang,2008,observed,observed,TRUE,TRUE,1,1,1,6,1,1,1,1,1,1,6,6,1,1,1,6,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.41511167020524,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.24364895690168,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.37001243816963
Heilongjiang,2009,observed,observed,TRUE,TRUE,9,3,9,5,9,9,3,3,9,9,5,5,9,3,9,5,-0.913951401833887,-1.06608397494656,-0.905072538550533,-1.49195791887047,-0.807603201867589,-0.959753356419943,-0.7707270660549,-1.31525220902864,-0.858264932484116,-1.01048314448146,-0.836541167844396,-1.44637494906513
Heilongjiang,2010,observed,observed,TRUE,TRUE,3,3,3,6,3,3,3,3,3,3,6,6,3,3,3,6,-1.36147808749039,-1.06608397494656,-1.49682026429775,-1.41511167020524,-1.23439539492202,-0.959753356419943,-1.32266316448085,-1.24364895690168,-1.29983489573373,-1.01048314448146,-1.41546408203647,-1.37001243816963
Heilongjiang,2011,observed,observed,TRUE,TRUE,5,4,4,20,5,5,4,4,4,4,20,20,5,4,4,20,-1.16344437431526,-0.922604182047855,-1.35271241248606,-0.867438230060357,-1.04553684088799,-0.822273718271565,-1.18825060652627,-0.733341686227089,-1.10443707421466,-0.868683600929724,-1.27447944635674,-0.825786535582868
Heilongjiang,2012,observed,observed,TRUE,TRUE,14,6,13,32,14,14,6,6,13,13,32,32,14,6,13,32,-0.715917688658749,-0.706254811688515,-0.687776134831122,-0.642117386512561,-0.618744647833561,-0.614971821957637,-0.568049938534995,-0.523393829952458,-0.662867110965048,-0.654867833950475,-0.623954178809749,-0.601884059284276
Heilongjiang,2013,observed,observed,TRUE,TRUE,17,8,12,28,17,17,8,8,12,12,28,28,17,8,12,28,-0.626869792398963,-0.544661335606264,-0.735635643234101,-0.706531224057128,-0.533822456264481,-0.460135993370887,-0.612689553004436,-0.583412898290606,-0.575004470503269,-0.495166731192549,-0.670776439159743,-0.665892419571922
Heilongjiang,2014,observed,observed,TRUE,TRUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.70001895623155,-1.51177291970582,-1.94446013823328,-2.03963135901536,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.82555947970323,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.99060085165189
Heilongjiang,2015,observed,observed,TRUE,TRUE,81,10,43,10,81,81,10,10,43,43,10,10,81,10,43,10,0.11373135373777,-0.415631436887809,0.0517592693576374,-1.18979082665745,0.172465676865808,-0.336501971967897,0.121730972951211,-1.03370110062705,0.155739039020596,-0.367647863391276,0.0995534456607273,-1.14610996187103
Heilongjiang,2016,observed,observed,TRUE,TRUE,50,10,30,47,50,50,10,10,30,30,47,47,50,10,30,47,-0.118212021832333,-0.415631436887809,-0.17440420033536,-0.455327512985736,-0.0487314608619545,-0.336501971967897,-0.089216661720651,-0.349348087431315,-0.0731170965107113,-0.367647863391276,-0.121708435478118,-0.416270005246326
Heilongjiang,2017,observed,observed,TRUE,TRUE,26,13,26,55,26,26,13,13,26,26,55,55,26,13,26,55,-0.428836079223825,-0.260565866929257,-0.263622770122726,-0.378481264320506,-0.344963902230452,-0.187921060213836,-0.172432780977218,-0.277744835304354,-0.379606648984201,-0.214398220382408,-0.208993391843824,-0.339907494350823
Heilongjiang,2018,observed,observed,TRUE,TRUE,32,17,29,80,32,32,17,17,29,29,80,80,32,17,29,80,-0.330826257532322,-0.0989723908470057,-0.195580124535173,-0.194481067064059,-0.251495002874815,-0.0330852316270863,-0.10896791123944,-0.106298437537314,-0.282901369166238,-0.0546971176244828,-0.142425418771947,-0.15706555591112
Heilongjiang,2019,observed,observed,TRUE,TRUE,68,28,55,37,68,68,28,28,55,55,37,37,68,28,55,37,0.0294253513515664,0.207686558913861,0.207503613039937,-0.571787751538705,0.0920656810682913,0.260749604598592,0.266997142407755,-0.457862581875951,0.0725551763180012,0.248370640027256,0.251922378214946,-0.53199714079117
Heilongjiang,2020,observed,observed,TRUE,TRUE,8,7,8,41,8,8,7,7,8,8,41,41,8,7,8,41,-0.965410661140117,-0.620395030187304,-0.973115184138086,-0.521894761432111,-0.856678286853961,-0.532702594676143,-0.834191935792679,-0.411373645694648,-0.909039252695593,-0.570013530913398,-0.903109140916272,-0.4824182209766
Heilongjiang,2021,observed,observed,TRUE,TRUE,40,11,36,136,40,40,11,11,36,36,136,136,40,11,36,136,-0.224809515003384,-0.359683710517155,-0.0601409643056431,0.0675037987371465,-0.150390153723672,-0.282893913151614,0.0173591677143171,0.137811961151534,-0.178295743171728,-0.31235532426894,-0.00992160012727238,0.103270147089217
Heilongjiang,2022,observed,observed,TRUE,TRUE,55,21,53,476,55,55,21,21,53,53,476,476,55,21,53,476,-0.0725328445711029,0.0300575078714499,0.184017103812803,0.689417554542614,-0.00516865921216394,0.0905487897759031,0.245090759494157,0.717294346194912,-0.0280459236153461,0.0728217501767907,0.228944886668524,0.721269031597495
Heilongjiang,2023,observed,observed,TRUE,TRUE,228,81,145,1231,228,228,81,81,145,145,1231,1231,228,81,145,1231,0.615331035688584,0.876028779725263,0.826352146986819,1.1624462052939,0.650825594065261,0.901142546490435,0.844210759768023,1.15804962483671,0.650662269799825,0.908886103095417,0.857358751060544,1.19132002464257
Heilongjiang,2024,observed,observed,TRUE,TRUE,1089,213,334,1291,1089,1089,213,213,334,334,1291,1291,1089,213,334,1291,1.37735559927636,1.49282438759268,1.36271098801213,1.18615180514425,1.37754456989097,1.49214449364955,1.34448442908879,1.18013786040303,1.40254404428024,1.51845860033246,1.38209321101469,1.21487640063097
Henan,2002,observed,observed,TRUE,TRUE,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,3,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.69408789038711,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.50359143917079,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.64723253704562
Henan,2003,observed,observed,TRUE,TRUE,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,4,-1.70001895623155,-1.51177291970582,-1.94446013823328,-1.58284773983085,-1.5572512255115,-1.38680411816374,-1.74018670495223,-1.39994088126756,-1.63386967792605,-1.45095275804953,-1.85340236054882,-1.53669262967974
Henan,2004,observed,observed,TRUE,TRUE,2,2,2,39,2,2,2,2,2,2,39,39,2,2,2,39,-1.50198524305641,-1.25106160003567,-1.68260759815345,-0.546217333946115,-1.36839267147747,-1.13699543663922,-1.49595109060814,-0.434036759670237,-1.43847185640698,-1.19329455140507,-1.59722488998872,-0.506587685860937
Henan,2005,observed,observed,TRUE,TRUE,1,1,1,44,1,1,1,1,1,1,44,44,1,1,1,44,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.487500859541079,-1.5572512255115,-1.38680411816374,-1.74018670495223,-0.379326339918384,-1.63386967792605,-1.45095275804953,-1.85340236054882,-0.448240824506223
Henan,2006,observed,observed,TRUE,TRUE,1,1,1,116,1,1,1,1,1,1,116,116,1,1,1,116,-1.70001895623155,-1.51177291970582,-1.94446013823328,-0.0111651716976316,-1.5572512255115,-1.38680411816374,-1.74018670495223,0.064510346271815,-1.63386967792605,-1.45095275804953,-1.85340236054882,0.0250963882355614
Henan,2007,observed,observed,TRUE,TRUE,4,3,4,104,4,4,3,3,4,4,104,104,4,3,4,104,-1.25249227057504,-1.06608397494656,-1.35271241248606,-0.0651111422476029,-1.13045903245707,-0.959753356419943,-1.18825060652627,0.014244952741019,-1.19229971467644,-1.01048314448146,-1.27447944635674,-0.0285099990044515
